EmplID - Employee Name,Employee - EmplID - Job Title,Terminal,Workforce Callout Number,Call out Reasons,Related Employee,Shift,Date Created
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,12-05-2022 01:48 AM
aamosh,BUS ATTENDANT,New York Ave,+(922) 783-4990,Unscheduled Sick Leave,41297,AM and PM,12-05-2022 01:31 AM
aashif,Bus Attendant,New York Ave,+(156) 152-8823,Unscheduled Sick Leave,97504,AM,12-05-2022 01:13 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Unscheduled Sick Leave,98613,AM and PM,12-04-2022 10:30 PM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,AM and PM,12-04-2022 09:55 PM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,FMLA,42232,PM,12-02-2022 01:30 PM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Annual Leave - Unscheduled,108814,PM,12-02-2022 10:28 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,PM,12-02-2022 10:17 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,AM,12-02-2022 07:52 AM
abhash,Bus Attendant,New York Ave,+(471) 563-3861,Annual Leave - Unscheduled,101589,AM,12-02-2022 05:33 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,12-02-2022 05:25 AM
aarifun,BUS ATTENDANT,New York Ave,+(379) 284-5251,Unscheduled Sick Leave,41678,AM and PM,12-02-2022 04:31 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Unscheduled Sick Leave,111881,AM and PM,12-02-2022 03:02 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,12-02-2022 12:46 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Unscheduled Sick Leave,98613,AM and PM,12-01-2022 09:16 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,12-01-2022 07:48 PM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,PM,12-01-2022 11:46 AM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,PM,12-01-2022 11:38 AM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Unscheduled Sick Leave,41484,PM,12-01-2022 10:05 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,12-01-2022 05:42 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,12-01-2022 04:20 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(219) 788-9279,Unscheduled Sick Leave,42379,AM and PM,12-01-2022 04:06 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(443) 282-6626,Unscheduled Sick Leave,41472,AM and PM,12-01-2022 03:32 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Unscheduled Sick Leave,98613,AM and PM,12-01-2022 02:24 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,12-01-2022 02:17 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,AM and PM,12-01-2022 01:29 AM
aasim,BUS ATTENDANT,New York Ave,+(235) 549-6111,Unscheduled Sick Leave,42193,AM and PM,11-30-2022 11:48 PM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,11-30-2022 10:31 PM
abhaysingh,BUS ATTENDANT,New York Ave,+(495) 792-8768,Unscheduled Sick Leave,42379,PM,11-30-2022 01:30 PM
aamosh,BUS ATTENDANT,New York Ave,+(922) 783-4990,Late to Work,41297,AM,11-30-2022 06:39 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,PM,11-30-2022 06:14 AM
abhash,Bus Attendant,New York Ave,+(471) 563-3861,Unscheduled Sick Leave,101589,AM,11-30-2022 05:24 AM
abdulla,BUS ATTENDANT,New York Ave,+(739) 925-1468,Unscheduled Sick Leave,42818,AM and PM,11-30-2022 05:13 AM
abdulla,BUS ATTENDANT,New York Ave,+(739) 925-1468,Unscheduled Sick Leave,42818,AM,11-30-2022 05:12 AM
aakash,MOTOR VEHICLE OPERATOR,New York Ave,+(983) 657-7199,Unscheduled Sick Leave,41365,AM and PM,11-30-2022 05:05 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,FMLA,41452,AM and PM,11-30-2022 05:05 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,AM and PM,11-30-2022 04:40 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,AM,11-30-2022 04:30 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,FMLA,42232,AM and PM,11-30-2022 04:25 AM
aasim,BUS ATTENDANT,New York Ave,+(235) 549-6111,Unscheduled Sick Leave,42193,AM and PM,11-30-2022 03:17 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,11-30-2022 02:27 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,AM and PM,11-30-2022 02:03 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,FMLA,68058,AM and PM,11-30-2022 12:01 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Annual Leave - Unscheduled,41958,PM,11-29-2022 12:36 PM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,PM,11-29-2022 12:25 PM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled Sick Leave,42536,PM,11-29-2022 11:49 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,PM,11-29-2022 10:36 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,PM,11-29-2022 10:10 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,FMLA,41452,AM and PM,11-29-2022 05:28 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,AM,11-29-2022 05:04 AM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Unscheduled sick leave for 3 or more days,109486,AM and PM,11-29-2022 04:01 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,AM,11-29-2022 03:24 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,11-29-2022 03:20 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,AM and PM,11-29-2022 03:13 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,11-29-2022 02:53 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,FMLA,68058,AM and PM,11-29-2022 12:03 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,AM and PM,11-28-2022 10:37 PM
abhash,Bus Attendant,New York Ave,+(471) 563-3861,Unscheduled Sick Leave,101589,PM,11-28-2022 01:35 PM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-28-2022 07:22 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,11-28-2022 05:56 AM
abhash,Bus Attendant,New York Ave,+(471) 563-3861,Annual Leave - Unscheduled,101589,AM,11-28-2022 05:36 AM
aamosh,BUS ATTENDANT,New York Ave,+(922) 783-4990,Unscheduled Sick Leave,41297,AM and PM,11-28-2022 05:19 AM
aamrin,BUS ATTENDANT,New York Ave,+(139) 895-5194,Paid Family Leave,68079,AM and PM,11-28-2022 05:10 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,AM and PM,11-28-2022 04:56 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-28-2022 04:01 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,AM and PM,11-28-2022 03:20 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,AM and PM,11-28-2022 03:12 AM
aaliya,Bus Attendant,New York Ave,+(764) 903-1459,Paid Family Leave,109474,AM and PM,11-28-2022 02:31 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,FMLA,68058,AM and PM,11-28-2022 01:58 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,AM,11-28-2022 01:39 AM
abhaki,BUS ATTENDANT,New York Ave,+(539) 814-2787,Unscheduled Sick Leave,42293,AM and PM,11-28-2022 12:22 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,AM and PM,11-28-2022 12:15 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,AM and PM,11-27-2022 11:47 PM
aakib,Bus Attendant,New York Ave,+(470) 199-4516,Unscheduled Sick Leave,41431,AM and PM,11-27-2022 09:19 PM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-27-2022 04:04 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,11-23-2022 07:27 AM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Annual Leave - Unscheduled,41484,AM and PM,11-23-2022 06:06 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,11-23-2022 05:22 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,FMLA,111881,AM and PM,11-23-2022 04:02 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,11-23-2022 12:47 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Annual Leave - Unscheduled,42180,AM and PM,11-23-2022 12:43 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Late to Work,42232,PM,11-22-2022 02:26 PM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Unscheduled Sick Leave,41484,PM,11-22-2022 12:15 PM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,PM,11-22-2022 11:34 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,PM,11-22-2022 11:34 AM
aarifun,BUS ATTENDANT,New York Ave,+(379) 284-5251,Unscheduled Sick Leave,41678,PM,11-22-2022 11:13 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Late to Work,108814,PM,11-22-2022 10:22 AM
abhash,Bus Attendant,New York Ave,+(471) 563-3861,Late to Work,101589,AM,11-22-2022 06:49 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,11-22-2022 05:32 AM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled sick leave for 3 or more days,42536,AM and PM,11-22-2022 04:52 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM,11-22-2022 03:48 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-22-2022 02:32 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,AM and PM,11-22-2022 12:41 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Unscheduled Sick Leave,42180,AM and PM,11-22-2022 12:02 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,11-21-2022 10:09 PM
aashif,Bus Attendant,New York Ave,+(156) 152-8823,Unscheduled Sick Leave,97504,AM and PM,11-21-2022 10:08 PM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,PM,11-21-2022 10:33 AM
aashif,Bus Attendant,New York Ave,+(156) 152-8823,Unscheduled Sick Leave,97504,PM,11-21-2022 10:32 AM
aamrin,BUS ATTENDANT,New York Ave,+(139) 895-5194,Unscheduled Sick Leave,68079,AM and PM,11-21-2022 06:29 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(655) 959-4018,Unscheduled Sick Leave,41472,AM and PM,11-21-2022 04:42 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,AM,11-21-2022 04:30 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,FMLA,42232,AM and PM,11-21-2022 04:25 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-21-2022 04:10 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Annual Leave - Unscheduled,101589,AM,11-21-2022 02:13 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,AM and PM,11-21-2022 12:34 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Annual Leave - Unscheduled,42180,AM and PM,11-21-2022 12:04 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-21-2022 12:02 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,AM and PM,11-20-2022 09:25 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,11-20-2022 08:51 PM
aaliya,Bus Attendant,New York Ave,+(764) 903-1459,Unscheduled sick leave for 3 or more days,109474,AM and PM,11-20-2022 08:46 PM
abhinwav,MOTOR VEHICLE OPERATOR,New York Ave,+(638) 973-9607,Annual Leave - Unscheduled,42385,PM,11-18-2022 11:50 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Annual Leave - Unscheduled,42304,PM,11-18-2022 11:04 AM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,PM,11-18-2022 11:03 AM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,PM,11-18-2022 11:03 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Annual Leave - Unscheduled,108814,PM,11-18-2022 09:57 AM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Late to Work,42536,AM,11-18-2022 06:32 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Unscheduled Sick Leave,101589,AM,11-18-2022 06:23 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-18-2022 05:30 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,11-18-2022 05:26 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-18-2022 04:56 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Annual Leave - Unscheduled,42379,AM and PM,11-18-2022 04:51 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Annual Leave - Unscheduled,109679,AM and PM,11-18-2022 03:25 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Annual Leave - Unscheduled,42219,AM and PM,11-18-2022 02:47 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,AM and PM,11-18-2022 02:02 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Annual Leave - Unscheduled,42180,AM and PM,11-18-2022 12:09 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,FMLA,68058,AM and PM,11-17-2022 11:32 PM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,11-17-2022 07:44 PM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,11-17-2022 07:43 PM
abhaki,BUS ATTENDANT,New York Ave,+(539) 814-2787,Unscheduled Sick Leave,42293,AM and PM,11-17-2022 04:16 PM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,PM,11-17-2022 12:02 PM
aashif,Bus Attendant,New York Ave,+(156) 152-8823,Unscheduled Sick Leave,97504,PM,11-17-2022 10:53 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,PM,11-17-2022 10:31 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,PM,11-17-2022 10:27 AM
aamosh,BUS ATTENDANT,New York Ave,+(407) 661-9215,Late to Work,41297,AM,11-17-2022 06:48 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Unscheduled sick leave for 3 or more days,42379,AM and PM,11-17-2022 05:08 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Annual Leave - Unscheduled,112092,AM and PM,11-17-2022 04:20 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Annual Leave - Unscheduled,42219,AM,11-17-2022 03:56 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Paid Family Leave,111881,AM and PM,11-17-2022 03:46 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Annual Leave - Unscheduled,109679,AM,11-17-2022 03:16 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Annual Leave - Unscheduled,41958,AM and PM,11-17-2022 01:46 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,AM and PM,11-17-2022 01:27 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Unscheduled Sick Leave,42180,AM,11-17-2022 12:06 AM
aardhna,Bus Attendant,New York Ave,+(314) 549-5819,Annual Leave - Unscheduled,123316,AM and PM,11-16-2022 10:27 PM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Annual Leave - Unscheduled,112092,PM,11-16-2022 08:07 PM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,PM,11-16-2022 10:59 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,PM,11-16-2022 10:16 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,PM,11-16-2022 10:09 AM
aamrin,BUS ATTENDANT,New York Ave,+(139) 895-5194,Unscheduled Sick Leave,68079,AM and PM,11-16-2022 07:12 AM
aanad,Motor Vehicle Operator,New York Ave,+(284) 773-5571,Paid Family Leave,42381,AM and PM,11-16-2022 06:46 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Unscheduled Sick Leave,41452,AM and PM,11-16-2022 06:08 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Unscheduled Sick Leave,101589,AM,11-16-2022 05:31 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,11-16-2022 05:26 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,FMLA,42232,AM and PM,11-16-2022 04:15 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Unscheduled Sick Leave,42379,AM and PM,11-16-2022 04:00 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Unscheduled Sick Leave,42379,AM and PM,11-16-2022 04:00 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Unscheduled Sick Leave,42379,AM and PM,11-16-2022 04:00 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-16-2022 03:18 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,AM and PM,11-16-2022 02:37 AM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Unscheduled Sick Leave,41484,AM and PM,11-16-2022 01:32 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,11-16-2022 01:10 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Unscheduled Sick Leave,42180,AM and PM,11-16-2022 12:13 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,AM and PM,11-15-2022 07:46 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,11-15-2022 11:45 AM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,PM,11-15-2022 11:02 AM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Unscheduled Sick Leave,41484,PM,11-15-2022 10:43 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Late to Work,101589,AM,11-15-2022 08:15 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-15-2022 05:14 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Unscheduled Sick Leave,111881,AM and PM,11-15-2022 05:06 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,11-15-2022 04:51 AM
aakib,Bus Attendant,New York Ave,+(470) 199-4516,Unscheduled Sick Leave,41431,AM and PM,11-15-2022 04:42 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Unscheduled Sick Leave,42219,AM and PM,11-15-2022 04:30 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,AM and PM,11-15-2022 04:25 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(443) 282-6626,Unscheduled Sick Leave,41472,AM and PM,11-15-2022 03:46 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-15-2022 02:15 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Annual Leave - Unscheduled,112055,AM and PM,11-15-2022 01:56 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,11-15-2022 01:49 AM
aastha,Motor Vehicle Operator,New York Ave,+(983) 799-3029,FMLA,40947,AM and PM,11-15-2022 01:46 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,FMLA,68058,AM and PM,11-15-2022 01:18 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Unscheduled Sick Leave,42180,AM and PM,11-15-2022 12:05 AM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,FMLA,113159,AM and PM,11-14-2022 06:32 PM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,AM and PM,11-14-2022 12:27 PM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Paid Family Leave,42381,PM,11-14-2022 12:26 PM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,PM,11-14-2022 11:52 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Annual Leave - Unscheduled,97105,AM,11-14-2022 05:21 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,AM and PM,11-14-2022 04:52 AM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled sick leave for 3 or more days,42536,AM and PM,11-14-2022 04:26 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-14-2022 03:44 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,Unscheduled Sick Leave,111881,AM and PM,11-14-2022 02:50 AM
abida,BUS ATTENDANT,New York Ave,+(334) 159-8974,Unscheduled Sick Leave,42180,AM and PM,11-14-2022 12:05 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Annual Leave - Unscheduled,42219,AM and PM,11-13-2022 10:39 PM
aashif,Bus Attendant,New York Ave,+(156) 152-8823,Unscheduled Sick Leave,97504,AM and PM,11-13-2022 10:07 PM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Paid Family Leave,42232,PM,11-10-2022 12:09 PM
aashiya,MOTOR VEHICLE OPERATOR,New York Ave,+(352) 508-8971,Unscheduled Sick Leave,41078,PM,11-10-2022 11:41 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,PM,11-10-2022 11:23 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Annual Leave - Unscheduled,108814,PM,11-10-2022 10:03 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,11-10-2022 06:01 AM
aamil,Bus Attendant,New York Ave,+(993) 256-6231,FMLA,111881,AM and PM,11-10-2022 03:54 AM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,AM and PM,11-10-2022 03:18 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled sick leave for 3 or more days,42550,AM and PM,11-10-2022 02:24 AM
aakash,MOTOR VEHICLE OPERATOR,New York Ave,+(983) 657-7199,Annual Leave - Unscheduled,41365,AM and PM,11-10-2022 02:18 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,AM and PM,11-09-2022 11:09 PM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Annual Leave - Unscheduled,109679,PM,11-09-2022 11:44 AM
abhimanyu,Bus Attendant,New York Ave,+(555) 987-2462,Unscheduled Sick Leave,103558,PM,11-09-2022 11:29 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Late to Work,101589,AM,11-09-2022 05:42 AM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled Sick Leave,42536,AM and PM,11-09-2022 04:43 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Annual Leave - Unscheduled,109679,AM,11-09-2022 04:33 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,FMLA,42232,AM and PM,11-09-2022 04:19 AM
aasim,BUS ATTENDANT,New York Ave,+(235) 549-6111,Unscheduled Sick Leave,42193,AM and PM,11-09-2022 03:21 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Paid Family Leave,42550,AM and PM,11-09-2022 02:16 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,AM and PM,11-09-2022 01:15 AM
